assay_chembl_id,n_records,n_compounds,types,year,confidence_score,cell_name,description
CHEMBL947435,28,28,Activity|IC50,2008.0,9,,Inhibition of human ERG in embryonic kidney cells by radioligand-binding competition assay
CHEMBL5365151,27,27,IC50,2023.0,9,,Displacement of [3H]-dofetilite from human ERG (unknown origin)
CHEMBL2166761,27,27,IC50,2012.0,9,,Inhibition of human ERG by Ionworks assay
CHEMBL2210904,27,27,IC50,2012.0,9,,Inhibition of dofetilide binding to human ERG by patch clamp assay
CHEMBL5735271,27,9,IC50|k_off|kon,2020.0,9,,"Inhibiton Assay : hERG: The hERG inhibition study aims at quantifying the in vitro effects of compounds of the invention on the potassium-selective IKr current generated in normoxic conditions in stably transfected HEK 293 cells with the human ether-a-go-go-related gene (hERG).Whole-cell currents (acquisition by manual patch-clamp) elicited during a voltage pulse were recorded in baseline conditions and following application of tested compounds (5 minutes of exposure). The concentrations of tested compounds (0.3 μM; 3 μM; 10 μM; 30 μM) reflect a range believed to exceed the concentrations at expected efficacy doses in preclinical models.The pulses protocol applied is described as follow: the holding potential (every 3 seconds) was stepped from −80 mV to a maximum value of +40 mV, starting with −40 mV, in eight increments of +10 mV, for a period of 1 second. The membrane potential was then returned to −55 mV, after each of these incremented steps, for 1 second and finally repolarized to −80 mV for 1 second."
CHEMBL2182706,27,27,IC50,2012.0,9,CHO,Inhibition of human ERG expressed in CHO cells by IonWorks assay
CHEMBL4037910,27,27,Inhibition,2018.0,9,,Displacement of [3H]-dofetilide from human ERG expressed in HEK cell membranes at >10 uM after 60 to 90 mins by scintillation counting
CHEMBL4058412,27,27,Inhibition,2017.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 1 uM after 10 mins by whole cell patch clamp method relative to control
CHEMBL4312823,27,27,IC50,2019.0,9,,Displacement of Tracer Red from human ERG by fluorescence polarization assay
CHEMBL1260557,27,27,Ki,2010.0,9,,Displacement of [3H]dofetilide from human ERG
CHEMBL3825087,27,27,IC50,2016.0,9,CHO-K1,Inhibition of human ERG expressed in CHOK1 cells after 6 mins by electrophysiology assay
CHEMBL4354224,27,27,Inhibition,2019.0,9,HEK293,Inhibition of human ERG transfected in HEK293 cells at 10 uM by whole cell patch clamp assay relative to control
CHEMBL1042327,27,27,Inhibition,2009.0,9,,Inhibition of human ERG at 10 uM
CHEMBL3706049,27,27,IC50,2015.0,9,CHO,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue."
CHEMBL4809364,27,27,IC50,2021.0,9,,Inhibition of human ERG expressed in CHO-K1 cells by Qpatch clamp method
CHEMBL4431791,27,27,IC50,2016.0,9,,Inhibition of human ERG
CHEMBL1047320,27,23,IP|Ki,2009.0,9,HEK293,Displacement of [35S]MK499 from human ERG expressed in HEK293 cells
CHEMBL1115186,27,27,IC50,2010.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL2411831,27,27,IC50,2013.0,9,,Inhibition of human ERG
CHEMBL869839,27,27,Inhibition,2006.0,9,,Inhibition of hERG channel by rubidium efflux assay at 5 ug/ml
CHEMBL5238147,27,27,IC50,2023.0,9,,Inhibition of human ERG
CHEMBL2382572,27,23,IC50,2013.0,9,CHO,Inhibition of human ERG expressed in CHO cells
CHEMBL863591,27,27,Inhibition|Ki,2006.0,9,HEK293,Displacement of [3H]Astemizole from hERG expressed in HEK293 cells at 10 uM
CHEMBL2444437,27,21,Inhibition,2013.0,9,,Inhibition of human ERG at 10 uM
CHEMBL5734919,27,9,IC50|k_off|kon,2020.0,9,,"hERG Analysis-Method 2: The hERG potassium current was measured in a hERG-stably-expressing Chinese hamster ovary K1 (CHO) cells. The experiments were performed using an automated planar patch-clamp system QPATCH HT (Sophion Bioscience A/S). The application of pressure for forming gigaseals and whole-cell patch clamp configuration were established using the QPATCH assay software. Patch-clamp experiments were performed in voltage-clamp mode and whole-cell currents were recorded from individual cells. The following stimulation protocol was applied to investigate the effects of compounds on hERG potassium channel. The membrane potential was held at −80 mV and repetitively (every 15 s) depolarized to +20 mV for 5 s after the pulse to −50 mV for 20 ms served to define the baseline, followed by repolarizing step to −50 mV for 5 s to evaluate of the tail current amplitude. Experiments were conducted at room temperature (22±2° C.).Effects of compounds were determined from cumulative applications of increasing 4 concentrations and calculated as percent of blocked current. The data points were fitted with Hill equation to calculate half-maximal inhibition concentrations. The test solution includes:Extracellular solution (mM): 2 mM of CaCl2, 1 mM of MgCl2, 10 mM of HEPES, 4 mM of KCl, 145 mM of NaCl, and 10 mM of Glucose; andIntracellular solution (mM): 5.4 mM of CaCl2, 1.8 mM of MgCl2, 10 mM of HEPES, 31 mM of KOH, 10 mM of EGTA, 120 mM of KCl, and 4 mM of ATP."
CHEMBL5370215,27,26,IC50,2023.0,9,,Inhibition of hERG by electrophysiological analysis
CHEMBL4675513,27,27,IC50,2019.0,9,,Inhibition of human ERG by thallium flux assay
CHEMBL4675511,27,27,IC50,2019.0,9,,Inhibition of human ERG by Qpatch assay
CHEMBL1115187,27,27,Ki,2010.0,9,,Displacement of dofetilide from human ERG
CHEMBL1116908,27,27,Ki,2010.0,9,CHO,Displacement of [3H]dofetilide from human ERG expressed in CHO cells by patch clamp method
CHEMBL3119345,27,27,Inhibition,2014.0,9,,Inhibition of human ERG channel by Rb efflux assay
CHEMBL2032798,26,26,IC50,2012.0,9,,Inhibition of human ERG
CHEMBL1021966,26,26,IC50,2009.0,9,HEK293,"Displacement of [35S]N-[(4R)-1'-[(2R)-6-cyano-1,2,3,4-tetrahydro-2-naphthyl]-3,4-dihydro-4-hydroxyspiro[2H-1-benzopyran-2,4'-piperidin]6-yl]methanesulfonamide from human ERG expressed in HEK293 cells"
CHEMBL5360427,26,26,IC50|Inhibition,2024.0,9,,Inhibition of hERG
CHEMBL1291783,26,26,IC50,2010.0,9,,Displacement of [3H]-dofetilide from human hERG
CHEMBL3797009,26,26,IC50,2016.0,9,HEK293,Displacement of [35S]-MK499 from human ERG expressed in HEK293 cells
CHEMBL1036929,26,26,IC50,2009.0,9,HEK293,Displacement of [3H]dofetilide from human recombinant ERG expressed in HEK293 cells by patch clamp method
CHEMBL4195808,26,26,IC50,2018.0,9,,Inhibition of human ERG by fluorescence polarization assay
CHEMBL4825323,26,26,IC50,2021.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL5033455,26,26,IC50,2021.0,9,,Inhibition of hERG expressed in CHO cells by whole cell patch clamp assay
CHEMBL1033089,26,26,IC50,2008.0,9,,Inhibition of human ERG
CHEMBL6135841,26,25,IC25|IC50,2024.0,9,,Inhibition of human ERG stably overexpressed in HEK293 cells incubated for 30 mins by FLIPR assay
CHEMBL4037438,26,26,IC50,2018.0,9,,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by patch clamp assay
CHEMBL5048865,26,26,IC50,2022.0,9,,Inhibition of hERG by patch clamp method
CHEMBL1772211,26,26,IC50,2011.0,9,HEK293,Displacement of [35S]MK499 from human ERG expressed in HEK cells
CHEMBL1053229,26,26,IC50,2009.0,9,HEK293,Displacement of [35S]MK499 from human ERG potassium channel expressed in HEK293 cells
CHEMBL1275133,26,26,Ki,2010.0,9,HEK293,Displacement of [3H] dofetilide from human ERG channel expressed in HEK293 cells
CHEMBL5617770,25,25,Inhibition,2024.0,9,,Displacement of tracer from hERG extracted from membrane at 10 uM incubated for 2 hrs by fluorescence polarization assay
CHEMBL944827,25,25,Activity|Ki,2008.0,9,HEK293,Displacement of [3H]dofetilide from human ERG channel expressed in HEK293 cells
CHEMBL2024805,25,25,IC50,2012.0,9,CHO-K1,Displacement of [3H]Dofetilide from human ERG expressed in CHO-K1 cells by scintillation proximity assay
CHEMBL1036928,25,25,delta pIC50 wt-mutant,2009.0,9,CHO-K1,Inhibition of human recombinant ERG F656W mutant expressed in CHOK1 cells by whole-cell plate-based electrophysiology
CHEMBL1036927,25,25,delta pIC50 wt-mutant,2009.0,9,CHO-K1,Inhibition of human recombinant ERG F656T mutant expressed in CHOK1 cells by whole-cell plate-based electrophysiology
CHEMBL2215146,25,25,IC50|pIC50,2012.0,9,HEK293,"Displacement of 3,7-Bis[2-(4-nitro[3,5]-[3H]phenyl)ethyl]-3,7-diazabicyclo[3.3.1]nonane from human ERG expressed in HEK cells after 3hrs"
CHEMBL1036926,25,25,delta pIC50 wt-mutant,2009.0,9,CHO-K1,Inhibition of human recombinant ERG F656M mutant expressed in CHOK1 cells by whole-cell plate-based electrophysiology
CHEMBL954296,25,25,Ki,2009.0,9,HEK293,Displacement of [3H]dofetilide from human ERG expressed in HEK293 cells
CHEMBL4183120,25,25,IC50,2018.0,9,,Inhibition of human ERG expressed in CHOK1 cells for 5 mins at -80 mV holding potential by patch clamp method
CHEMBL1051701,25,24,IC50,2009.0,8,,Inhibition of IKr channel
CHEMBL3762972,25,25,IC50,2016.0,9,,Inhibition of human ERG channel by fluorescence polarization assay
CHEMBL1671552,25,25,Activity,2011.0,9,,Displacement of labeled dofetilide from human ERG at 3 uM
CHEMBL3755637,25,23,IC50,2015.0,9,,Displacement of MK499 from human ERG
CHEMBL1648563,25,25,IC50,2011.0,9,HEK293,"Displacement of [35S]N-[(4R)-10-[(2R)-6-cyano-1,2,3,4-tetrahydro-2-naphthyl]-3,4-dihydro-4-hydroxyspiro[2H-1-benzopyran-2,40-piperidin]-6-yl]methanesulfonamide from human ERG expressed in HEK293 cells"
CHEMBL4310495,25,25,Inhibition,2019.0,9,,Inhibition of human ERG at 10 uM relative to control
CHEMBL3226991,25,25,IC50,2013.0,9,,Inhibition of human ERG
CHEMBL1112305,25,25,IC50,2009.0,9,,Inhibition of human ERG
CHEMBL5163410,25,25,IC50,2022.0,9,,Inhibition of human ERG potassium channel expressed in CHO cells by patch-clamp assay
CHEMBL2320519,25,25,IC50,2013.0,9,,Inhibition of human ERG assessed as [3H]astemizole binding activity
CHEMBL886667,25,23,Ki,2007.0,9,HEK293,Displacement of [3H]dofetilide from hERG expressed in HEK cells
CHEMBL3227234,25,25,IC50,2013.0,9,,Inhibition of human ERG
CHEMBL1054533,25,25,Inhibition,2009.0,9,HEK293,Inhibition of human ERG expressed in HEK cells at 30 uM
CHEMBL1054534,25,25,Inhibition,2009.0,9,HEK293,Inhibition of human ERG expressed in HEK cells at 300 uM
CHEMBL944378,25,22,IC50,2008.0,9,CHO,Inhibition of human ERG expressed in CHO cells
CHEMBL1036922,25,25,delta pIC50 wt-mutant,2009.0,9,CHO-K1,Inhibition of human recombinant ERG S624A mutant expressed in CHOK1 cells by whole-cell plate-based electrophysiology
CHEMBL1036924,25,25,delta pIC50 wt-mutant,2009.0,9,CHO-K1,Inhibition of human recombinant ERG Y652A mutant expressed in CHOK1 cells by whole-cell plate-based electrophysiology
CHEMBL1036923,25,25,delta pIC50 wt-mutant,2009.0,9,CHO-K1,Inhibition of human recombinant ERG S624T mutant expressed in CHOK1 cells by whole-cell plate-based electrophysiology
CHEMBL1036925,25,25,delta pIC50 wt-mutant,2009.0,9,CHO-K1,Inhibition of human recombinant ERG Y652F mutant expressed in CHOK1 cells by whole-cell plate-based electrophysiology
CHEMBL4822453,25,25,Inhibition,2021.0,9,,Inhibition of human ERG at 10 uM
CHEMBL1045845,25,25,delta pIC50 wt-mutant,2009.0,9,CHO-K1,Inhibition of human recombinant ERG T623S mutant expressed in CHOK1 cells by whole-cell plate-based electrophysiology
CHEMBL6076792,25,25,IC50,2025.0,9,,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential measured for 7 to 10 mins by automated patch clamp method
CHEMBL2060137,24,24,IC50,2012.0,9,CHO,Inhibition of human ERG expressed in CHO cells after 30 mins by Rb+ flux assay
CHEMBL2328742,24,24,IC50,2013.0,9,,Inhibition of human ERG
CHEMBL5731943,24,8,IC50|k_off|kon,2017.0,9,,"hERG Patch Clamp Assay: All testing was carried out in CHO cells transfected with the hERG gene purchased from Millipore (PrecisION hERG-CHO Recombinant Cell Line CYL3038). The cell line was grown in DMEM/F-12, GlutaMAX¿ with 10% fetal bovine serum, 1% Penicillin-Streptomycin, 1% Geneticin and 1% of 1M HEPES buffer solution, and maintained at approximately 37° C. in a humidified atmosphere containing 5% carbon dioxide. The cells were passaged every 3-5 days based on confluency. On the day of the experiment, 50%-80% confluent cells were harvested from a 175 cm2 culture flask using Detachin¿. After 10 minutes of exposure to Detachin¿ at 37° C., the cells were centrifuged for 1 minute at 1000 RPM. The supernatant was removed and the cell pellet was reconstituted in 5-8 mL of serum free media with 2.5% of 1M HEPES, placed on the Qstirrer¿, and allowed to recover. After a ¿30 minute recovery period, experiments were initiated."
CHEMBL5381577,24,24,IC50,2023.0,9,,Inhibition of human ERG tail current by plate-based planar patch clamp method
CHEMBL2186062,24,24,IC50,2012.0,9,CHO,Inhibition of human ERG expressed in CHO cells by IonWorks assay
CHEMBL5731381,24,8,IC50|k_off|kon,2017.0,9,,"hERG Channel Inhibition: The assay was performed on hERG channel stably expressed in HEK293 cells. The cells were cultured at 37° C. in a humidified CO2 incubator in the growth medium consisting of DMEM, 10% fetal bovine serum and antibiotics. Prior to the assay, the cells were seeded onto a 12 mm PDL-coated glass coverslip and cultured in a 35 mm Petri dish. After 16 to 40 hr culture, the cover slip was transferred into the chamber of OctaFlow perfusion system (ALA Instrument) and under a constant flow of extracellular solution (140 mM NaCl, 4 mM KCl, 1 mM MgCl2, 2 mM CaCl2, 10 mM HEPES, 10 mM D-glucose, pH 7.35, osmolarity 290). Whole cell patch clamping was performed with a glass micropipette filled with intracellular solution (120 mM KCl, 1.75 mM MgCl2, 5.4 mM CaCl2, 10 mM HEPES, 10 mM EGTA, and 4 mM ATP-K2, PH 7.2, osmolarity 310). Giga-seal was maintained during the test. The voltage control and current measurement were carried out using Axon amplifier 700B, Digidata 1440A and CLAMPEX10 software (Molecular Devices). Whole-cell hERG currents were recorded following the Petroski protocol: the cell was held at −80 mV, and the voltage step jumped from −80 to 30 mV and stay for 2 sec with a 20 ms prepulse at −40 mV. After depolarization, the voltage was decreased to −40 mV and stay for 2 sec, and returned back to −80 mV. Test compound was applied by quartz capillary tubes tip (200 μm inner diameter), and the flow rate was controlled at 2-3 mL/min with OctaFlow perfusion system. Different concentrations of the compound were applied to the cells for 5 min and the hERG current was measured three times before, during and after compound treatment."
CHEMBL5733885,24,8,IC50|k_off|kon,2018.0,9,,"Inhibition Assay: The assay was performed on hERG channel stably expressed in HEK293 cells. The cells were cultured at 37° C. in a humidified CO2 incubator in the growth medium consisting of DMEM, 10% fetal bovine serum and antibiotics. Prior to the assay, the cells were seeded onto a 12 mm PDL-coated glass coverslip and cultured in a 35 mm Petri dish. After 16 to 40 hr culture, the cover slip was transferred into the chamber of OctaFlow perfusion system (ALA Instrument) and under a constant flow of extracellular solution (140 mM NaCl, 4 mM KCl, 1 mM MgCl2, 2 mM CaCl2, 10 mM HEPES, 10 mM D-glucose, pH 7.35, osmolarity 290). Whole cell patch clamping was performed with a glass micropipette filled with intracellular solution (120 mM KCl, 1.75 mM MgCl2, 5.4 mM CaCl2, 10 mM HEPES, 10 mM EGTA, and 4 mM ATP-K2, PH 7.2, osmolarity 310). Giga-seal was maintained during the test. The voltage control and current measurement were carried out using Axon amplifier 700B, Digidata 1440A and CLAMPEX10 software (Molecular Devices). Whole-cell hERG currents were recorded following the Petroski protocol: the cell was held at −80 mV, and the voltage step jumped from −80 to 30 mV and stay for 2 sec with a 20 ms prepulse at −40 mV. After depolarization, the voltage was decreased to −40 mV and stay for 2 sec, and returned back to −80 mV. Test compound was applied by quartz capillary tubes tip (200 μm inner diameter), and the flow rate was controlled at 2-3 mL/min with OctaFlow perfusion system. Different concentrations of the compound were applied to the cells for 5 min and the hERG current was measured three times before, during and after compound treatment."
CHEMBL5733108,24,6,IC50|k_off|kon,2019.0,9,,"hERG Channel Inhibition: The assay was performed on hERG channel stably expressed in HEK293 cells. The cells were cultured at 37° C. in a humidified CO2 incubator in the growth medium consisting of DMEM, 10% fetal bovine serum and antibiotics. Prior to the assay, the cells were seeded onto a 12 mm PDL-coated glass coverslip and cultured in a 35 mm Petri dish. After 16 to 40 hr culture, the cover slip was transferred into the chamber of OctaFlow perfusion system (ALA Instrument) and under a constant flow of extracellular solution (140 mM NaCl, 4 mM KCl, 1 mM MgCl2, 2 mM CaCl2, 10 mM HEPES, 10 mM D-glucose, pH 7.35, osmolarity 290). Whole cell patch clamping was performed with a glass micropipette filled with intracellular solution (120 mM KCl, 1.75 mM MgCl2, 5.4 mM CaCl2, 10 mM HEPES, 10 mM EGTA, and 4 mM ATP-K2, PH 7.2, osmolarity 310). Giga-seal was maintained during the test. The voltage control and current measurement were carried out using Axon amplifier 700B, Digidata 1440A and CLAMPEX10 software (Molecular Devices). Whole-cell hERG currents were recorded following the Petroski protocol: the cell was held at −80 mV, and the voltage step jumped from −80 to 30 mV and stay for 2 sec with a 20 ms prepulse at −40 mV. After depolarization, the voltage was decreased to −40 mV and stay for 2 sec, and returned back to −80 mV. Test compound was applied by quartz capillary tubes tip (200 μm inner diameter), and the flow rate was controlled at 2-3 ml/min with OctaFlow perfusion system. Different concentrations of the compound were applied to the cells for 5 min and the hERG current was measured three times before, during and after compound treatment. The data were analyzed using Clampfit 10 software (Molecular Devices) to generate IC50 values."
CHEMBL5347182,24,24,IC50,2022.0,9,,Inhibition of human recombinant hERG expressed in CHO-K1 cells assessed as inhibition of channel current by automated patch clamp assay
CHEMBL1174018,24,24,Inhibition,2010.0,9,,Inhibition of human ERG at 1 uM
CHEMBL3294033,24,24,IC50,2014.0,9,,Inhibition of human ERG by patch clamp electrophysiological analysis
CHEMBL886338,24,24,Ki,2007.0,9,,Displacement of [3H]dofetilide from human ERG by fliter binding assay
CHEMBL865039,24,23,Ki,2006.0,9,HEK293,Binding affinity to hERG stably transfected in HEK293 cells
CHEMBL1786160,24,22,IC50,2011.0,9,,Displacement of labeled dofetilide from human ERG
CHEMBL5734394,24,8,IC50|k_off|kon,2019.0,9,,"Inhibition Assay: hERG: The assay was performed on hERG channel stably expressed in HEK293 cells. The cells were cultured at 37° C. in a humidified CO2 incubator in the growth medium consisting of DMEM, 10% fetal bovine serum and antibiotics. Prior to the assay, the cells were seeded onto a 12 mm PDL-coated glass coverslip and cultured in a 35 mm Petri dish. After 16 to 40 hr culture, the cover slip was transferred into the chamber of OctaFlow perfusion system (ALA Instrument) and under a constant flow of extracellular solution (140 mM NaCl, 4 mM KCl, 1 mM MgCl2, 2 mM CaCl2, 10 mM HEPES, 10 mM D-glucose, pH 7.35, osmolarity 290). Whole cell patch clamping was performed with a glass micropipette filled with intracellular solution (120 mM KCl, 1.75 mM MgCl2, 5.4 mM CaCl2, 10 mM HEPES, 10 mM EGTA, and 4 mM ATP-K2, PH 7.2, osmolarity 310). Giga-seal was maintained during the test. The voltage control and current measurement were carried out using Axon amplifier 700B, Digidata 1440A and CLAMPEX10 software (Molecular Devices). Whole-cell hERG currents were recorded following the Petroski protocol: the cell was held at −80 mV, and the voltage step jumped from −80 to 30 mV and stay for 2 sec with a 20 ms prepulse at −40 mV. After depolarization, the voltage was decreased to −40 mV and stay for 2 sec, and returned back to −80 mV. Test compound was applied by quartz capillary tubes tip (200 μm inner diameter), and the flow rate was controlled at 2-3 mL/min with OctaFlow perfusion system. Different concentrations of the compound were applied to the cells for 5 min and the hERG current was measured three times before, during and after compound treatment."
CHEMBL866525,24,22,Inhibition,2006.0,9,,Displacement of [35S]-labeled MK499 from hERG at 10 uM
CHEMBL1764797,24,22,IC50,2011.0,9,HEK293,Displacement of [3H]-dofetilide from human ERG expressed in human HEK293 cells after 90 mins by scintillation counting
CHEMBL1055806,24,24,Inhibition,2009.0,9,,Inhibition of human ERG at 3 uM by patch clamp assay
CHEMBL1174019,24,24,Inhibition,2010.0,9,,Inhibition of human ERG at 10 uM
CHEMBL4021976,24,24,Inhibition,2017.0,9,,Inhibition of human ERG expressed in HEK cells at 10 uM at -75 mV holding potential by Whole-cell voltage clamp assay relative to control
CHEMBL768699,24,24,Ki,2001.0,9,HEK293,Displacement of [3H]dofetilide from HEK cells expressing hERG voltage dependent IKr potassium channel Kv11.1
CHEMBL1954401,24,24,IC50,2012.0,9,,Inhibition of human ERG by dofetilide binding assay
CHEMBL1924405,24,24,Inhibition,2011.0,9,,Inhibition of human ERG at 10 uM by rubidium efflux assay
CHEMBL2014817,24,24,IC50,2011.0,9,,Binding affinity to human ERG
CHEMBL1273916,23,23,Inhibition,2010.0,9,,Inhibition of human ERG at 30 uM
CHEMBL1273917,23,23,Inhibition,2010.0,9,,Inhibition of human ERG at 300 uM
CHEMBL924360,23,22,Inhibition,2007.0,9,,Displacement of [35S]MK-0499 from hERG at 10 uM
CHEMBL2026860,23,23,IC50,2012.0,9,CHO-K1,Displacement of [3H]Dofetilide from human ERG expressed in CHO-K1 cells by scintillation proximity assay
CHEMBL4376105,23,23,Inhibition,2019.0,9,,Displacement of tracer red from human ERG at 10 uM by fluorescence polarization assay relative to control
CHEMBL682905,23,23,IP,2004.0,8,HEK293,In vitro inhibition of MK-499 binding to hERG in HEK293 cells
CHEMBL3607786,23,21,IC50,2015.0,9,,Inhibition of MK499 binding to human ERG
CHEMBL1670069,23,23,Inhibition,2011.0,9,HEK293,Displacement of dofetilide from human ERG transfected in HEK293 cells by fluorescence polarization assay
CHEMBL3888930,23,23,IC50,2016.0,8,Sf9,"Inhibition Assay: The hERG inhibition study aims at quantifying the in vitro effects of compounds of the invention on the potassium-selective IKr current generated in normoxic conditions in stably transfected HEK 293 cells with the human ether-a-go-go-related gene (hERG). Whole-cell currents (acquisition by manual patch-clamp) elicited during a voltage pulse were recorded in baseline conditions and following application of tested compounds (5 minutes of exposure). The concentrations of tested compounds (0.3 μM; 3 μM; 10 μM; 30 μM) reflect a range believed to exceed the concentrations at expected efficacy doses in preclinical models. The pulses protocol applied is described as follow: the holding potential (every 3 seconds) was stepped from −80 mV to a maximum value of +40 mV, starting with −40 mV, in eight increments of +10 mV, for a period of 1 second. The membrane potential was then returned to −55 mV, after each of these incremented steps, for 1 second and finally repolarized to −80 mV for 1 second."
CHEMBL6157358,23,23,INH|Inhibition,2025.0,9,,Inhibition of hERG expressed in HEK293 cells at 10 uM by patch clamp assay relative to control
CHEMBL2091536,23,23,Inhibition,2012.0,9,HEK293,Displacement of [3H]astemizole from human hERG transfected in HEK293 cells at 10 uM after 1 hr by scintillation counter
CHEMBL5373257,23,23,Inhibition,2023.0,9,,Inhibition of human ERG expressed in HEK293 cells at 30 uM at -80 mV holding potential by whole-cell patch clamp method
CHEMBL2396015,23,23,Inhibition,2013.0,9,HEK293,Displacement of [35S]-MK0499 from human ERG expressed in HEK293 cell membranes at 10 uM after 2 hrs by liquid scintillation counting analysis relative to control
CHEMBL2216323,23,23,Inhibition,2012.0,9,HEK293,Inhibition of human ERG expressed in HEK-293 cells assessed as K+-selective outward current at 3 uM at -80 mV holding potential after 5 mins by voltage patch-clamp method
CHEMBL5373258,23,23,Inhibition,2023.0,9,,Inhibition of human ERG expressed in HEK293 cells at 10 uM at -80 mV holding potential by whole-cell patch clamp method
CHEMBL1110020,23,23,Ki,2010.0,9,HEK293,Displacement of [3H]dofetolide from human ERG channel expressed in HEK293 cells by liquid scintillation counting
CHEMBL4825561,23,23,IC50,2021.0,9,,Inhibition of ERG in human VCaP cells after 48 hrs by Western blotting analysis
CHEMBL3296720,23,23,IC50,2014.0,9,,Inhibition of human ERG
CHEMBL4724814,23,21,Inhibition,2021.0,9,,Inhibition of human ERG expressed in CHO cells at 10 uM incubated for 5 mins by patch-clamp assay relative to control
CHEMBL1048874,23,23,Ki,2009.0,9,HEK293,Displacement of [3H]dofetilide from human ERG expressed in HEK293 cells
CHEMBL984535,23,23,IC50,2008.0,9,HEK293,Displacement of [35S]MK-499 from human ERG expressed in HEK293 cells
CHEMBL682313,22,22,Ki,2004.0,8,,Binding affinity towards human ERG potassium ion channel was determined
CHEMBL3366645,22,22,IC50,2014.0,9,,Inhibition of human ERG by electrophysiology assay
CHEMBL867368,22,22,Activity,2006.0,9,,Binding affinity to iKr potassium channel
CHEMBL4841563,22,22,IC50,2021.0,9,,Inhibition of human ERG expressed in CHO-K1 cells with holding potential -80 mV incubated for 5 mins by patch-clamp assay
CHEMBL1275178,22,22,Inhibition,2010.0,9,,Inhibition of human ERG
CHEMBL949251,22,22,IC50,2008.0,9,HEK293,Inhibition of human ERG potassium current expressed in HEK293 cells by patch-clamp technique
CHEMBL4157558,22,22,Inhibition,2018.0,9,,Inhibition of human ERG expressed in CHOK1 cells at 30 uM incubated for 600 secs at -80 mV holding potential by automated patch clamp assay relative to control
CHEMBL4057949,22,22,IC50,2017.0,9,,Inhibition of human ERG by [35S]-MK499 displacement or iKr channel assay
CHEMBL4004312,22,22,IC50,2017.0,9,HEK293,Displacement of [35S]MK499 from human ERG expressed in HEK293 cells
CHEMBL4047735,22,21,IC50,2017.0,9,,Displacement of [3H]-Dofetilide from recombinant human ERG expressed in CHOK1 cell membranes incubated for 4 hrs under dark condition by luminescence assay
CHEMBL3869650,22,22,IC50,2016.0,9,,Inhibition of human ERG by electrophysiology method
CHEMBL3602726,22,22,Inhibition,2015.0,9,,Inhibition of human ERG at 1 uM by patch clamp assay
CHEMBL3611641,22,22,IC50,2015.0,9,HEK293,Binding affinity to human ERG expressed in HEK cells by MK-499 radioligand displacement assay
CHEMBL4414323,22,22,Inhibition,2019.0,9,,Inhibition of human ERG at 10 uM relative to control
CHEMBL4409081,22,11,IC50|pIC50,2019.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells incubated for 72 hrs by patch clamp assay
CHEMBL3404543,22,20,IC50,2015.0,9,,Inhibition of human ERG by MK499 binding assay
CHEMBL3404544,22,20,IC50,2015.0,9,CHO,Inhibition of human ERG expressed in CHO cells by Patch express assay
CHEMBL1913067,22,18,Inhibition,2011.0,9,,Inhibition of human ERG at 10 uM by patch clamp assay
CHEMBL2186472,22,22,Inhibition,2012.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 3 uM by patch clamp assay
CHEMBL3383394,22,22,IC50,2014.0,9,,Inhibition of human ERG by patch clamp based electrophysiology method
CHEMBL4619017,21,21,IC50,2020.0,9,,Displacement of Tracer Red from human ERG by fluorescence polarization assay
CHEMBL3395117,21,21,Ki,2015.0,9,HEK293,Displacement of [3H]dofetilide from human ERG expressed in HEK293 cells
CHEMBL6087168,21,21,IC50,2024.0,9,,Inhibition of hERG expressed in CHO cells assessed as inhibition of channel current by automated Qpatch clamp analysis
CHEMBL2318058,21,21,Inhibition,2013.0,9,,Displacement of [3H]dofetilide from human ERG at 10 uM
CHEMBL5133360,21,20,EC50,2022.0,9,,Inhibition of hERG by fluorescence polarization assay
CHEMBL3223963,21,21,Inhibition,2011.0,9,,Inhibition of dofetilide binding to human ERG at 10 uM relative to control
CHEMBL1048092,21,15,IC50|Inhibition,2009.0,9,L929,Inhibition of human ERG in L929 cells at 10 uM by whole cell patch-clamp assay
